marmoset,rhesus,gorilla,chimp,human
N4BP3,N4BP3,N4BP3,N4BP3,N4BP3
N6AMT1,N6AMT1,N6AMT1,N6AMT1,N6AMT1
NAA10,NAA10,NAA10,NAA10,NAA10
NAA11,NAA11,NAA11,NAA11,NAA11
NAA15,NAA15,NAA15,NAA15,NAA15
NAA16,NAA16,NAA16,NAA16,NAA16
NAA20,NAA20,NAA20,NAA20,NAA20
NAA25,NAA25,NAA25,NAA25,NAA25
NAA30,NAA30,NAA30,NAA30,NAA30
NAA35,NAA35,NAA35,NAA35,NAA35
NAA38,NAA38,NAA38,NAA38,NAA38
NAA40,NAA40,NAA40,NAA40,NAA40
NAA50,NAA50,NAA50,NAA50,NAA50
NAAA,NAAA,NAAA,NAAA,NAAA
NAALAD2,NAALAD2,NAALAD2,NAALAD2,NAALAD2
NAALADL1,NAALADL1,NAALADL1,NAALADL1,NAALADL1
NAALADL2,NAALADL2,NAALADL2,NAALADL2,NAALADL2
NAB1,NAB1,NAB1,NAB1,NAB1
NAB2,NAB2,NAB2,NAB2,NAB2
NABP1,NABP1,NABP1,NABP1,NABP1
NABP2,NABP2,NABP2,NABP2,NABP2
NACA,NACA,NACA,NACA,NACA
NACAD,NACAD,NACAD,NACAD,NACAD
NACC1,NACC1,NACC1,NACC1,NACC1
NACC2,NACC2,NACC2,NACC2,NACC2
NADK,NADK,NADK,NADK,NADK
NADK2,NADK2,NADK2,NADK2,NADK2
NADSYN1,NADSYN1,NADSYN1,NADSYN1,NADSYN1
NAF1,NAF1,NAF1,NAF1,NAF1
NAGA,NAGA,NAGA,NAGA,NAGA
NAGK,NAGK,NAGK,NAGK,NAGK
NAGS,NAGS,NAGS,NAGS,NAGS
NAIF1,NAIF1,NAIF1,NAIF1,NAIF1
NAIP,NAIP,NAIP,NAIP,NAIP
NALCN,NALCN,NALCN,NALCN,NALCN
NAMPT,NAMPT,NAMPT,NAMPT,NAMPT
NANOG,NANOG,NANOG,NANOG,NANOG
NANOGNB,NANOGNB,NANOGNB,NANOGNB,NANOGNB
NANOS1,NANOS1,NANOS1,NANOS1,NANOS1
NANOS3,NANOS3,NANOS3,NANOS3,NANOS3
NANP,NANP,NANP,NANP,NANP
NANS,NANS,NANS,NANS,NANS
NAP1L1,NAP1L1,NAP1L1,NAP1L1,NAP1L1
NAP1L2,NAP1L2,NAP1L2,NAP1L2,NAP1L2
NAP1L3,NAP1L3,NAP1L3,NAP1L3,NAP1L3
NAP1L4,NAP1L4,NAP1L4,NAP1L4,NAP1L4
NAP1L5,NAP1L5,NAP1L5,NAP1L5,NAP1L5
NAPA,NAPA,NAPA,NAPA,NAPA
NAPB,NAPB,NAPB,NAPB,NAPB
NAPEPLD,NAPEPLD,NAPEPLD,NAPEPLD,NAPEPLD
NAPG,NAPG,NAPG,NAPG,NAPG
NAPRT,NAPRT,NAPRT,NAPRT,NAPRT
NARF,NARF,NARF,NARF,NARF
NARS,NARS,NARS,NARS,NARS
NARS2,NARS2,NARS2,NARS2,NARS2
NASP,NASP,NASP,NASP,NASP
NAT10,NAT10,NAT10,NAT10,NAT10
NAT14,NAT14,NAT14,NAT14,NAT14
NAT16,NAT16,NAT16,NAT16,NAT16
NAT8,NAT8,NAT8,NAT8,NAT8
NAT8L,NAT8L,NAT8L,NAT8L,NAT8L
NAT9,NAT9,NAT9,NAT9,NAT9
NATD1,NATD1,NATD1,NATD1,NATD1
NAV1,NAV1,NAV1,NAV1,NAV1
NAV2,NAV2,NAV2,NAV2,NAV2
NAV3,NAV3,NAV3,NAV3,NAV3
NBAS,NBAS,NBAS,NBAS,NBAS
NBEA,NBEA,NBEA,NBEA,NBEA
NBEAL1,NBEAL1,NBEAL1,NBEAL1,NBEAL1
NBEAL2,NBEAL2,NBEAL2,NBEAL2,NBEAL2
NBN,NBN,NBN,NBN,NBN
NBR1,NBR1,NBR1,NBR1,NBR1
NCALD,NCALD,NCALD,NCALD,NCALD
NCAM1,NCAM1,NCAM1,NCAM1,NCAM1
NCAM2,NCAM2,NCAM2,NCAM2,NCAM2
NCAN,NCAN,NCAN,NCAN,NCAN
NCAPD2,NCAPD2,NCAPD2,NCAPD2,NCAPD2
NCAPD3,NCAPD3,NCAPD3,NCAPD3,NCAPD3
NCAPG,NCAPG,NCAPG,NCAPG,NCAPG
NCAPG2,NCAPG2,NCAPG2,NCAPG2,NCAPG2
NCAPH,NCAPH,NCAPH,NCAPH,NCAPH
NCAPH2,NCAPH2,NCAPH2,NCAPH2,NCAPH2
NCBP1,NCBP1,NCBP1,NCBP1,NCBP1
NCBP2,NCBP2,NCBP2,NCBP2,NCBP2
NCDN,NCDN,NCDN,NCDN,NCDN
NCEH1,NCEH1,NCEH1,NCEH1,NCEH1
NCF1,NCF1,NCF1,NCF1,NCF1
NCF2,NCF2,NCF2,NCF2,NCF2
NCF4,NCF4,NCF4,NCF4,NCF4
NCK1,NCK1,NCK1,NCK1,NCK1
NCK2,NCK2,NCK2,NCK2,NCK2
NCKAP1,NCKAP1,NCKAP1,NCKAP1,NCKAP1
NCKAP1L,NCKAP1L,NCKAP1L,NCKAP1L,NCKAP1L
NCKAP5,NCKAP5,NCKAP5,NCKAP5,NCKAP5
NCKAP5L,NCKAP5L,NCKAP5L,NCKAP5L,NCKAP5L
NCKIPSD,NCKIPSD,NCKIPSD,NCKIPSD,NCKIPSD
NCL,NCL,NCL,NCL,NCL
NCLN,NCLN,NCLN,NCLN,NCLN
NCMAP,NCMAP,NCMAP,NCMAP,NCMAP
NCOA1,NCOA1,NCOA1,NCOA1,NCOA1
NCOA2,NCOA2,NCOA2,NCOA2,NCOA2
NCOA3,NCOA3,NCOA3,NCOA3,NCOA3
NCOA4,NCOA4,NCOA4,NCOA4,NCOA4
NCOA5,NCOA5,NCOA5,NCOA5,NCOA5
NCOA6,NCOA6,NCOA6,NCOA6,NCOA6
NCOA7,NCOA7,NCOA7,NCOA7,NCOA7
NCOR1,NCOR1,NCOR1,NCOR1,NCOR1
NCOR2,NCOR2,NCOR2,NCOR2,NCOR2
NCR3,NCR3,NCR3,NCR3,NCR3
NCR3LG1,NCR3LG1,NCR3LG1,NCR3LG1,NCR3LG1
NCS1,NCS1,NCS1,NCS1,NCS1
NCSTN,NCSTN,NCSTN,NCSTN,NCSTN
NDC1,NDC1,NDC1,NDC1,NDC1
NDC80,NDC80,NDC80,NDC80,NDC80
NDEL1,NDEL1,NDEL1,NDEL1,NDEL1
NDFIP1,NDFIP1,NDFIP1,NDFIP1,NDFIP1
NDFIP2,NDFIP2,NDFIP2,NDFIP2,NDFIP2
NDN,NDN,NDN,NDN,NDN
NDNF,NDNF,NDNF,NDNF,NDNF
NDOR1,NDOR1,NDOR1,NDOR1,NDOR1
NDP,NDP,NDP,NDP,NDP
NDRG1,NDRG1,NDRG1,NDRG1,NDRG1
NDRG2,NDRG2,NDRG2,NDRG2,NDRG2
NDRG3,NDRG3,NDRG3,NDRG3,NDRG3
NDST1,NDST1,NDST1,NDST1,NDST1
NDST2,NDST2,NDST2,NDST2,NDST2
NDST3,NDST3,NDST3,NDST3,NDST3
NDUFA1,NDUFA1,NDUFA1,NDUFA1,NDUFA1
NDUFA10,NDUFA10,NDUFA10,NDUFA10,NDUFA10
NDUFA11,NDUFA11,NDUFA11,NDUFA11,NDUFA11
NDUFA12,NDUFA12,NDUFA12,NDUFA12,NDUFA12
NDUFA13,NDUFA13,NDUFA13,NDUFA13,NDUFA13
NDUFA2,NDUFA2,NDUFA2,NDUFA2,NDUFA2
NDUFA3,NDUFA3,NDUFA3,NDUFA3,NDUFA3
NDUFA4,NDUFA4,NDUFA4,NDUFA4,NDUFA4
NDUFA4L2,NDUFA4L2,NDUFA4L2,NDUFA4L2,NDUFA4L2
NDUFA5,NDUFA5,NDUFA5,NDUFA5,NDUFA5
NDUFA6,NDUFA6,NDUFA6,NDUFA6,NDUFA6
NDUFA7,NDUFA7,NDUFA7,NDUFA7,NDUFA7
NDUFA8,NDUFA8,NDUFA8,NDUFA8,NDUFA8
NDUFA9,NDUFA9,NDUFA9,NDUFA9,NDUFA9
NDUFAF1,NDUFAF1,NDUFAF1,NDUFAF1,NDUFAF1
NDUFAF2,NDUFAF2,NDUFAF2,NDUFAF2,NDUFAF2
NDUFAF3,NDUFAF3,NDUFAF3,NDUFAF3,NDUFAF3
NDUFAF4,NDUFAF4,NDUFAF4,NDUFAF4,NDUFAF4
NDUFAF5,NDUFAF5,NDUFAF5,NDUFAF5,NDUFAF5
NDUFAF6,NDUFAF6,NDUFAF6,NDUFAF6,NDUFAF6
NDUFAF7,NDUFAF7,NDUFAF7,NDUFAF7,NDUFAF7
NDUFB1,NDUFB1,NDUFB1,NDUFB1,NDUFB1
NDUFB11,NDUFB11,NDUFB11,NDUFB11,NDUFB11
NDUFB2,NDUFB2,NDUFB2,NDUFB2,NDUFB2
NDUFB3,NDUFB3,NDUFB3,NDUFB3,NDUFB3
NDUFB4,NDUFB4,NDUFB4,NDUFB4,NDUFB4
NDUFB5,NDUFB5,NDUFB5,NDUFB5,NDUFB5
NDUFB6,NDUFB6,NDUFB6,NDUFB6,NDUFB6
NDUFB7,NDUFB7,NDUFB7,NDUFB7,NDUFB7
NDUFB8,NDUFB8,NDUFB8,NDUFB8,NDUFB8
NDUFB9,NDUFB9,NDUFB9,NDUFB9,NDUFB9
NDUFC1,NDUFC1,NDUFC1,NDUFC1,NDUFC1
NDUFC2,NDUFC2,NDUFC2,NDUFC2,NDUFC2
NDUFS1,NDUFS1,NDUFS1,NDUFS1,NDUFS1
NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2
NDUFS3,NDUFS3,NDUFS3,NDUFS3,NDUFS3
NDUFS4,NDUFS4,NDUFS4,NDUFS4,NDUFS4
NDUFS5,NDUFS5,NDUFS5,NDUFS5,NDUFS5
NDUFS6,NDUFS6,NDUFS6,NDUFS6,NDUFS6
NDUFS7,NDUFS7,NDUFS7,NDUFS7,NDUFS7
NDUFS8,NDUFS8,NDUFS8,NDUFS8,NDUFS8
NDUFV1,NDUFV1,NDUFV1,NDUFV1,NDUFV1
NDUFV2,NDUFV2,NDUFV2,NDUFV2,NDUFV2
NDUFV3,NDUFV3,NDUFV3,NDUFV3,NDUFV3
NEB,NEB,NEB,NEB,NEB
NEBL,NEBL,NEBL,NEBL,NEBL
NECAB1,NECAB1,NECAB1,NECAB1,NECAB1
NECAB3,NECAB3,NECAB3,NECAB3,NECAB3
NECAP1,NECAP1,NECAP1,NECAP1,NECAP1
NECAP2,NECAP2,NECAP2,NECAP2,NECAP2
NEDD1,NEDD1,NEDD1,NEDD1,NEDD1
NEDD4,NEDD4,NEDD4,NEDD4,NEDD4
NEDD4L,NEDD4L,NEDD4L,NEDD4L,NEDD4L
NEDD8,NEDD8,NEDD8,NEDD8,NEDD8
NEDD9,NEDD9,NEDD9,NEDD9,NEDD9
NEFH,NEFH,NEFH,NEFH,NEFH
NEFL,NEFL,NEFL,NEFL,NEFL
NEFM,NEFM,NEFM,NEFM,NEFM
NEGR1,NEGR1,NEGR1,NEGR1,NEGR1
NEIL2,NEIL2,NEIL2,NEIL2,NEIL2
NEIL3,NEIL3,NEIL3,NEIL3,NEIL3
NEK1,NEK1,NEK1,NEK1,NEK1
NEK10,NEK10,NEK10,NEK10,NEK10
NEK11,NEK11,NEK11,NEK11,NEK11
NEK2,NEK2,NEK2,NEK2,NEK2
NEK3,NEK3,NEK3,NEK3,NEK3
NEK4,NEK4,NEK4,NEK4,NEK4
NEK5,NEK5,NEK5,NEK5,NEK5
NEK6,NEK6,NEK6,NEK6,NEK6
NEK7,NEK7,NEK7,NEK7,NEK7
NEK8,NEK8,NEK8,NEK8,NEK8
NEK9,NEK9,NEK9,NEK9,NEK9
NELFA,NELFA,NELFA,NELFA,NELFA
NELFB,NELFB,NELFB,NELFB,NELFB
NELFCD,NELFCD,NELFCD,NELFCD,NELFCD
NELFE,NELFE,NELFE,NELFE,NELFE
NELL1,NELL1,NELL1,NELL1,NELL1
NELL2,NELL2,NELL2,NELL2,NELL2
NEMF,NEMF,NEMF,NEMF,NEMF
NENF,NENF,NENF,NENF,NENF
NEO1,NEO1,NEO1,NEO1,NEO1
NES,NES,NES,NES,NES
NET1,NET1,NET1,NET1,NET1
NETO1,NETO1,NETO1,NETO1,NETO1
NEU1,NEU1,NEU1,NEU1,NEU1
NEU3,NEU3,NEU3,NEU3,NEU3
NEU4,NEU4,NEU4,NEU4,NEU4
NEURL1,NEURL1,NEURL1,NEURL1,NEURL1
NEURL1B,NEURL1B,NEURL1B,NEURL1B,NEURL1B
NEURL2,NEURL2,NEURL2,NEURL2,NEURL2
NEURL3,NEURL3,NEURL3,NEURL3,NEURL3
NEURL4,NEURL4,NEURL4,NEURL4,NEURL4
NEUROD1,NEUROD1,NEUROD1,NEUROD1,NEUROD1
NEUROD2,NEUROD2,NEUROD2,NEUROD2,NEUROD2
NEUROD4,NEUROD4,NEUROD4,NEUROD4,NEUROD4
NEUROD6,NEUROD6,NEUROD6,NEUROD6,NEUROD6
NEXN,NEXN,NEXN,NEXN,NEXN
NF1,NF1,NF1,NF1,NF1
NF2,NF2,NF2,NF2,NF2
NFASC,NFASC,NFASC,NFASC,NFASC
NFATC1,NFATC1,NFATC1,NFATC1,NFATC1
NFATC2,NFATC2,NFATC2,NFATC2,NFATC2
NFATC4,NFATC4,NFATC4,NFATC4,NFATC4
NFE2,NFE2,NFE2,NFE2,NFE2
NFE2L1,NFE2L1,NFE2L1,NFE2L1,NFE2L1
NFE2L2,NFE2L2,NFE2L2,NFE2L2,NFE2L2
NFE2L3,NFE2L3,NFE2L3,NFE2L3,NFE2L3
NFIA,NFIA,NFIA,NFIA,NFIA
NFIB,NFIB,NFIB,NFIB,NFIB
NFIC,NFIC,NFIC,NFIC,NFIC
NFIL3,NFIL3,NFIL3,NFIL3,NFIL3
NFIX,NFIX,NFIX,NFIX,NFIX
NFKB1,NFKB1,NFKB1,NFKB1,NFKB1
NFKB2,NFKB2,NFKB2,NFKB2,NFKB2
NFKBIA,NFKBIA,NFKBIA,NFKBIA,NFKBIA
NFKBIB,NFKBIB,NFKBIB,NFKBIB,NFKBIB
NFKBID,NFKBID,NFKBID,NFKBID,NFKBID
NFKBIE,NFKBIE,NFKBIE,NFKBIE,NFKBIE
NFKBIL1,NFKBIL1,NFKBIL1,NFKBIL1,NFKBIL1
NFKBIZ,NFKBIZ,NFKBIZ,NFKBIZ,NFKBIZ
NFRKB,NFRKB,NFRKB,NFRKB,NFRKB
NFU1,NFU1,NFU1,NFU1,NFU1
NFX1,NFX1,NFX1,NFX1,NFX1
NFXL1,NFXL1,NFXL1,NFXL1,NFXL1
NFYA,NFYA,NFYA,NFYA,NFYA
NFYB,NFYB,NFYB,NFYB,NFYB
NFYC,NFYC,NFYC,NFYC,NFYC
NGB,NGB,NGB,NGB,NGB
NGDN,NGDN,NGDN,NGDN,NGDN
NGEF,NGEF,NGEF,NGEF,NGEF
NGF,NGF,NGF,NGF,NGF
NGFR,NGFR,NGFR,NGFR,NGFR
NGLY1,NGLY1,NGLY1,NGLY1,NGLY1
NGRN,NGRN,NGRN,NGRN,NGRN
NHEJ1,NHEJ1,NHEJ1,NHEJ1,NHEJ1
NHLH1,NHLH1,NHLH1,NHLH1,NHLH1
NHLH2,NHLH2,NHLH2,NHLH2,NHLH2
NHLRC1,NHLRC1,NHLRC1,NHLRC1,NHLRC1
NHLRC2,NHLRC2,NHLRC2,NHLRC2,NHLRC2
NHLRC3,NHLRC3,NHLRC3,NHLRC3,NHLRC3
NHP2,NHP2,NHP2,NHP2,NHP2
NHS,NHS,NHS,NHS,NHS
NHSL1,NHSL1,NHSL1,NHSL1,NHSL1
NHSL2,NHSL2,NHSL2,NHSL2,NHSL2
NICN1,NICN1,NICN1,NICN1,NICN1
NID1,NID1,NID1,NID1,NID1
NID2,NID2,NID2,NID2,NID2
NIF3L1,NIF3L1,NIF3L1,NIF3L1,NIF3L1
NIFK,NIFK,NIFK,NIFK,NIFK
NIM1K,NIM1K,NIM1K,NIM1K,NIM1K
NIN,NIN,NIN,NIN,NIN
NINJ1,NINJ1,NINJ1,NINJ1,NINJ1
NINJ2,NINJ2,NINJ2,NINJ2,NINJ2
NINL,NINL,NINL,NINL,NINL
NIPA1,NIPA1,NIPA1,NIPA1,NIPA1
NIPA2,NIPA2,NIPA2,NIPA2,NIPA2
NIPAL1,NIPAL1,NIPAL1,NIPAL1,NIPAL1
NIPAL2,NIPAL2,NIPAL2,NIPAL2,NIPAL2
NIPAL3,NIPAL3,NIPAL3,NIPAL3,NIPAL3
NIPAL4,NIPAL4,NIPAL4,NIPAL4,NIPAL4
NIPBL,NIPBL,NIPBL,NIPBL,NIPBL
NIPSNAP1,NIPSNAP1,NIPSNAP1,NIPSNAP1,NIPSNAP1
NISCH,NISCH,NISCH,NISCH,NISCH
NIT1,NIT1,NIT1,NIT1,NIT1
NIT2,NIT2,NIT2,NIT2,NIT2
NKAIN1,NKAIN1,NKAIN1,NKAIN1,NKAIN1
NKAIN2,NKAIN2,NKAIN2,NKAIN2,NKAIN2
NKAIN3,NKAIN3,NKAIN3,NKAIN3,NKAIN3
NKAP,NKAP,NKAP,NKAP,NKAP
NKAPL,NKAPL,NKAPL,NKAPL,NKAPL
NKD2,NKD2,NKD2,NKD2,NKD2
NKIRAS1,NKIRAS1,NKIRAS1,NKIRAS1,NKIRAS1
NKIRAS2,NKIRAS2,NKIRAS2,NKIRAS2,NKIRAS2
NKPD1,NKPD1,NKPD1,NKPD1,NKPD1
NKRF,NKRF,NKRF,NKRF,NKRF
NKTR,NKTR,NKTR,NKTR,NKTR
NKX2-1,NKX2-1,NKX2-1,NKX2-1,NKX2-1
NKX2-2,NKX2-2,NKX2-2,NKX2-2,NKX2-2
NKX2-4,NKX2-4,NKX2-4,NKX2-4,NKX2-4
NKX2-8,NKX2-8,NKX2-8,NKX2-8,NKX2-8
NKX6-1,NKX6-1,NKX6-1,NKX6-1,NKX6-1
NKX6-2,NKX6-2,NKX6-2,NKX6-2,NKX6-2
NKX6-3,NKX6-3,NKX6-3,NKX6-3,NKX6-3
NLE1,NLE1,NLE1,NLE1,NLE1
NLGN1,NLGN1,NLGN1,NLGN1,NLGN1
NLGN2,NLGN2,NLGN2,NLGN2,NLGN2
NLGN3,NLGN3,NLGN3,NLGN3,NLGN3
NLGN4X,NLGN4X,NLGN4X,NLGN4X,NLGN4X
NLK,NLK,NLK,NLK,NLK
NLN,NLN,NLN,NLN,NLN
NLRC4,NLRC4,NLRC4,NLRC4,NLRC4
NLRP1,NLRP1,NLRP1,NLRP1,NLRP1
NLRP11,NLRP11,NLRP11,NLRP11,NLRP11
NLRP12,NLRP12,NLRP12,NLRP12,NLRP12
NLRP13,NLRP13,NLRP13,NLRP13,NLRP13
NLRP14,NLRP14,NLRP14,NLRP14,NLRP14
NLRP3,NLRP3,NLRP3,NLRP3,NLRP3
NLRP4,NLRP4,NLRP4,NLRP4,NLRP4
NLRP7,NLRP7,NLRP7,NLRP7,NLRP7
NLRP9,NLRP9,NLRP9,NLRP9,NLRP9
NLRX1,NLRX1,NLRX1,NLRX1,NLRX1
NMB,NMB,NMB,NMB,NMB
NMBR,NMBR,NMBR,NMBR,NMBR
NMD3,NMD3,NMD3,NMD3,NMD3
NME1,NME1,NME1,NME1,NME1
NME2,NME2,NME2,NME2,NME2
NME5,NME5,NME5,NME5,NME5
NME6,NME6,NME6,NME6,NME6
NME7,NME7,NME7,NME7,NME7
NME9,NME9,NME9,NME9,NME9
NMI,NMI,NMI,NMI,NMI
NMNAT1,NMNAT1,NMNAT1,NMNAT1,NMNAT1
NMNAT2,NMNAT2,NMNAT2,NMNAT2,NMNAT2
NMNAT3,NMNAT3,NMNAT3,NMNAT3,NMNAT3
NMRK1,NMRK1,NMRK1,NMRK1,NMRK1
NMRK2,NMRK2,NMRK2,NMRK2,NMRK2
NMS,NMS,NMS,NMS,NMS
NMT1,NMT1,NMT1,NMT1,NMT1
NMT2,NMT2,NMT2,NMT2,NMT2
NMU,NMU,NMU,NMU,NMU
NMUR1,NMUR1,NMUR1,NMUR1,NMUR1
NMUR2,NMUR2,NMUR2,NMUR2,NMUR2
NNAT,NNAT,NNAT,NNAT,NNAT
NNMT,NNMT,NNMT,NNMT,NNMT
NNT,NNT,NNT,NNT,NNT
NOA1,NOA1,NOA1,NOA1,NOA1
NOBOX,NOBOX,NOBOX,NOBOX,NOBOX
NOC2L,NOC2L,NOC2L,NOC2L,NOC2L
NOC3L,NOC3L,NOC3L,NOC3L,NOC3L
NOC4L,NOC4L,NOC4L,NOC4L,NOC4L
NOD1,NOD1,NOD1,NOD1,NOD1
NODAL,NODAL,NODAL,NODAL,NODAL
NOG,NOG,NOG,NOG,NOG
NOL10,NOL10,NOL10,NOL10,NOL10
NOL11,NOL11,NOL11,NOL11,NOL11
NOL12,NOL12,NOL12,NOL12,NOL12
NOL4,NOL4,NOL4,NOL4,NOL4
NOL6,NOL6,NOL6,NOL6,NOL6
NOL7,NOL7,NOL7,NOL7,NOL7
NOL8,NOL8,NOL8,NOL8,NOL8
NOL9,NOL9,NOL9,NOL9,NOL9
NOLC1,NOLC1,NOLC1,NOLC1,NOLC1
NOM1,NOM1,NOM1,NOM1,NOM1
NONO,NONO,NONO,NONO,NONO
NOP10,NOP10,NOP10,NOP10,NOP10
NOP14,NOP14,NOP14,NOP14,NOP14
NOP16,NOP16,NOP16,NOP16,NOP16
NOP2,NOP2,NOP2,NOP2,NOP2
NOP56,NOP56,NOP56,NOP56,NOP56
NOP58,NOP58,NOP58,NOP58,NOP58
NOP9,NOP9,NOP9,NOP9,NOP9
NOS1,NOS1,NOS1,NOS1,NOS1
NOS2,NOS2,NOS2,NOS2,NOS2
NOS3,NOS3,NOS3,NOS3,NOS3
NOSIP,NOSIP,NOSIP,NOSIP,NOSIP
NOSTRIN,NOSTRIN,NOSTRIN,NOSTRIN,NOSTRIN
NOTCH1,NOTCH1,NOTCH1,NOTCH1,NOTCH1
NOTCH2,NOTCH2,NOTCH2,NOTCH2,NOTCH2
NOTCH3,NOTCH3,NOTCH3,NOTCH3,NOTCH3
NOTCH4,NOTCH4,NOTCH4,NOTCH4,NOTCH4
NOTO,NOTO,NOTO,NOTO,NOTO
NOTUM,NOTUM,NOTUM,NOTUM,NOTUM
NOVA1,NOVA1,NOVA1,NOVA1,NOVA1
NOVA2,NOVA2,NOVA2,NOVA2,NOVA2
NOX1,NOX1,NOX1,NOX1,NOX1
NOX3,NOX3,NOX3,NOX3,NOX3
NOX4,NOX4,NOX4,NOX4,NOX4
NOX5,NOX5,NOX5,NOX5,NOX5
NOXA1,NOXA1,NOXA1,NOXA1,NOXA1
NOXRED1,NOXRED1,NOXRED1,NOXRED1,NOXRED1
NPAP1,NPAP1,NPAP1,NPAP1,NPAP1
NPAS1,NPAS1,NPAS1,NPAS1,NPAS1
NPAS2,NPAS2,NPAS2,NPAS2,NPAS2
NPAS3,NPAS3,NPAS3,NPAS3,NPAS3
NPAS4,NPAS4,NPAS4,NPAS4,NPAS4
NPB,NPB,NPB,NPB,NPB
NPC1,NPC1,NPC1,NPC1,NPC1
NPC1L1,NPC1L1,NPC1L1,NPC1L1,NPC1L1
NPC2,NPC2,NPC2,NPC2,NPC2
NPDC1,NPDC1,NPDC1,NPDC1,NPDC1
NPEPPS,NPEPPS,NPEPPS,NPEPPS,NPEPPS
NPFFR1,NPFFR1,NPFFR1,NPFFR1,NPFFR1
NPFFR2,NPFFR2,NPFFR2,NPFFR2,NPFFR2
NPHP1,NPHP1,NPHP1,NPHP1,NPHP1
NPHP3,NPHP3,NPHP3,NPHP3,NPHP3
NPHP4,NPHP4,NPHP4,NPHP4,NPHP4
NPHS1,NPHS1,NPHS1,NPHS1,NPHS1
NPHS2,NPHS2,NPHS2,NPHS2,NPHS2
NPL,NPL,NPL,NPL,NPL
NPLOC4,NPLOC4,NPLOC4,NPLOC4,NPLOC4
NPM1,NPM1,NPM1,NPM1,NPM1
NPM2,NPM2,NPM2,NPM2,NPM2
NPM3,NPM3,NPM3,NPM3,NPM3
NPNT,NPNT,NPNT,NPNT,NPNT
NPPA,NPPA,NPPA,NPPA,NPPA
NPPC,NPPC,NPPC,NPPC,NPPC
NPR1,NPR1,NPR1,NPR1,NPR1
NPR2,NPR2,NPR2,NPR2,NPR2
NPR3,NPR3,NPR3,NPR3,NPR3
NPRL2,NPRL2,NPRL2,NPRL2,NPRL2
NPSR1,NPSR1,NPSR1,NPSR1,NPSR1
NPTN,NPTN,NPTN,NPTN,NPTN
NPTX1,NPTX1,NPTX1,NPTX1,NPTX1
NPTX2,NPTX2,NPTX2,NPTX2,NPTX2
NPTXR,NPTXR,NPTXR,NPTXR,NPTXR
NPY,NPY,NPY,NPY,NPY
NPY1R,NPY1R,NPY1R,NPY1R,NPY1R
NPY2R,NPY2R,NPY2R,NPY2R,NPY2R
NPY5R,NPY5R,NPY5R,NPY5R,NPY5R
NQO2,NQO2,NQO2,NQO2,NQO2
NR0B1,NR0B1,NR0B1,NR0B1,NR0B1
NR1D1,NR1D1,NR1D1,NR1D1,NR1D1
NR1D2,NR1D2,NR1D2,NR1D2,NR1D2
NR1H2,NR1H2,NR1H2,NR1H2,NR1H2
NR1H3,NR1H3,NR1H3,NR1H3,NR1H3
NR1H4,NR1H4,NR1H4,NR1H4,NR1H4
NR1I2,NR1I2,NR1I2,NR1I2,NR1I2
NR1I3,NR1I3,NR1I3,NR1I3,NR1I3
NR2C1,NR2C1,NR2C1,NR2C1,NR2C1
NR2C2,NR2C2,NR2C2,NR2C2,NR2C2
NR2C2AP,NR2C2AP,NR2C2AP,NR2C2AP,NR2C2AP
NR2E1,NR2E1,NR2E1,NR2E1,NR2E1
NR2E3,NR2E3,NR2E3,NR2E3,NR2E3
NR2F1,NR2F1,NR2F1,NR2F1,NR2F1
NR2F2,NR2F2,NR2F2,NR2F2,NR2F2
NR2F6,NR2F6,NR2F6,NR2F6,NR2F6
NR3C1,NR3C1,NR3C1,NR3C1,NR3C1
NR3C2,NR3C2,NR3C2,NR3C2,NR3C2
NR4A2,NR4A2,NR4A2,NR4A2,NR4A2
NR4A3,NR4A3,NR4A3,NR4A3,NR4A3
NR5A1,NR5A1,NR5A1,NR5A1,NR5A1
NR5A2,NR5A2,NR5A2,NR5A2,NR5A2
NR6A1,NR6A1,NR6A1,NR6A1,NR6A1
NRAP,NRAP,NRAP,NRAP,NRAP
NRARP,NRARP,NRARP,NRARP,NRARP
NRAS,NRAS,NRAS,NRAS,NRAS
NRBF2,NRBF2,NRBF2,NRBF2,NRBF2
NRBP1,NRBP1,NRBP1,NRBP1,NRBP1
NRBP2,NRBP2,NRBP2,NRBP2,NRBP2
NRCAM,NRCAM,NRCAM,NRCAM,NRCAM
NRDE2,NRDE2,NRDE2,NRDE2,NRDE2
NREP,NREP,NREP,NREP,NREP
NRF1,NRF1,NRF1,NRF1,NRF1
NRG1,NRG1,NRG1,NRG1,NRG1
NRG2,NRG2,NRG2,NRG2,NRG2
NRG3,NRG3,NRG3,NRG3,NRG3
NRG4,NRG4,NRG4,NRG4,NRG4
NRGN,NRGN,NRGN,NRGN,NRGN
NRIP1,NRIP1,NRIP1,NRIP1,NRIP1
NRIP2,NRIP2,NRIP2,NRIP2,NRIP2
NRIP3,NRIP3,NRIP3,NRIP3,NRIP3
NRK,NRK,NRK,NRK,NRK
NRL,NRL,NRL,NRL,NRL
NRM,NRM,NRM,NRM,NRM
NRN1,NRN1,NRN1,NRN1,NRN1
NRP1,NRP1,NRP1,NRP1,NRP1
NRP2,NRP2,NRP2,NRP2,NRP2
NRROS,NRROS,NRROS,NRROS,NRROS
NRSN1,NRSN1,NRSN1,NRSN1,NRSN1
